day,campaign,channel,partner,ad,impr,clicks,spend,engagement,sales,revenue
2024-03-22,Brand Awareness,Paid Social,TikTok,Our Story,23627,482,242.35,813,13,1093.4
2024-03-22,Brand Awareness,Paid Social,TikTok,Why Choose Us,19873,374,208.27,647,9,652.02
2024-03-22,Brand Awareness,Display,Google Display Network,Hero Brand,155025,768,640.65,672,11,724.63
2024-03-22,Brand Awareness,Display,Google Display Network,Our Story,148982,692,591.61,898,7,503.29
2024-03-22,Brand Awareness,Display,Google Display Network,Why Choose Us,154430,891,598.95,867,11,756.12
2024-03-22,Brand Awareness,Display,The Trade Desk,Hero Brand,90408,510,378.62,394,6,479.4
2024-03-22,Brand Awareness,Display,The Trade Desk,Our Story,93272,447,371.34,371,6,495.64
2024-03-22,Brand Awareness,Display,The Trade Desk,Why Choose Us,99743,458,387.03,405,6,486.1
2024-03-22,Brand Awareness,Email,Mailchimp,Hero Brand,20048,4872,29.86,1533,211,17832.99
2024-03-22,Brand Awareness,Email,Mailchimp,Our Story,22431,5261,33.52,1494,271,23061.38
2024-03-22,Brand Awareness,Email,Mailchimp,Why Choose Us,18792,3270,28.74,1608,146,15842.83
2024-03-22,Brand Awareness,Email,Klaviyo,Hero Brand,16324,3135,24.0,1143,138,14018.88
2024-03-22,Brand Awareness,Email,Klaviyo,Our Story,16635,2992,24.44,1689,136,12510.07
2024-03-22,Brand Awareness,Email,Klaviyo,Why Choose Us,14844,3536,22.49,1057,162,15437.39
2024-03-22,Brand Awareness,Video,YouTube,Hero Brand,121204,829,2190.62,29286,16,1672.73
2024-03-22,Brand Awareness,Video,YouTube,Our Story,102673,768,1867.4,30792,9,786.87
2024-03-22,Brand Awareness,Video,YouTube,Why Choose Us,123463,948,2123.13,24366,11,1276.3
2024-03-22,Brand Awareness,Video,Connected TV,Hero Brand,64961,550,1198.51,13112,7,622.71
2024-03-22,Brand Awareness,Video,Connected TV,Our Story,54120,446,944.21,12130,6,661.81
2024-03-22,Brand Awareness,Video,Connected TV,Why Choose Us,62129,499,1077.99,12577,6,528.81
2024-03-22,Spring Launch,Paid Search,Google,Spring Into Savings,44696,2064,998.57,454,155,19200.89
2024-03-22,Spring Launch,Paid Search,Google,New Arrivals,41000,1935,861.52,536,152,20159.38
2024-03-22,Spring Launch,Paid Search,Google,Fresh Refresh,45508,2359,998.98,463,184,18934.45
2024-03-22,Spring Launch,Paid Search,Bing,Spring Into Savings,11244,472,238.09,146,37,4321.73
2024-03-22,Spring Launch,Paid Search,Bing,New Arrivals,12286,591,267.93,176,33,3680.23
2024-03-22,Spring Launch,Paid Search,Bing,Fresh Refresh,11688,558,247.53,110,44,5265.13
2024-03-22,Spring Launch,Paid Social,Facebook,Spring Into Savings,59324,883,576.23,1782,26,2066.53
2024-03-22,Spring Launch,Paid Social,Facebook,New Arrivals,51606,922,493.51,2088,30,2255.83
2024-03-22,Spring Launch,Paid Social,Facebook,Fresh Refresh,48234,771,470.85,1481,21,1777.56
2024-03-22,Spring Launch,Paid Social,Instagram,Spring Into Savings,36701,586,382.17,1470,11,996.07
2024-03-22,Spring Launch,Paid Social,Instagram,New Arrivals,36799,546,358.56,1206,14,999.12
2024-03-22,Spring Launch,Paid Social,Instagram,Fresh Refresh,38029,617,368.11,1331,18,1490.9
2024-03-22,Spring Launch,Paid Social,TikTok,Spring Into Savings,23517,443,232.87,873,8,632.49
2024-03-22,Spring Launch,Paid Social,TikTok,New Arrivals,22055,391,215.26,982,10,905.03
2024-03-22,Spring Launch,Paid Social,TikTok,Fresh Refresh,19797,316,191.73,795,9,684.45
2024-03-22,Spring Launch,Display,Google Display Network,Spring Into Savings,153058,704,640.48,880,9,634.24
2024-03-22,Spring Launch,Display,Google Display Network,New Arrivals,153751,780,615.45,911,11,690.87
2024-03-22,Spring Launch,Display,Google Display Network,Fresh Refresh,156554,704,597.81,687,8,579.41
2024-03-22,Spring Launch,Display,The Trade Desk,Spring Into Savings,85975,429,329.63,394,5,370.13
2024-03-22,Spring Launch,Display,The Trade Desk,New Arrivals,93295,499,383.29,562,6,388.83
2024-03-22,Spring Launch,Display,The Trade Desk,Fresh Refresh,89447,443,361.71,373,4,253.26
2024-03-22,Spring Launch,Email,Mailchimp,Spring Into Savings,18869,4266,27.64,1462,150,12967.05
2024-03-22,Spring Launch,Email,Mailchimp,New Arrivals,20157,4821,31.65,1566,144,12354.87
2024-03-22,Spring Launch,Email,Mailchimp,Fresh Refresh,19720,3838,29.68,1218,173,15834.24
2024-03-22,Spring Launch,Email,Klaviyo,Spring Into Savings,17328,3727,25.97,1612,177,19388.75
2024-03-22,Spring Launch,Email,Klaviyo,New Arrivals,18045,3374,27.96,1832,171,15509.08
2024-03-22,Spring Launch,Email,Klaviyo,Fresh Refresh,16224,3485,24.69,1094,165,14744.34
2024-03-22,Spring Launch,Video,YouTube,Spring Into Savings,100910,680,1848.24,32006,13,1308.52
2024-03-22,Spring Launch,Video,YouTube,New Arrivals,104489,844,1814.68,24714,17,1714.76
2024-03-22,Spring Launch,Video,YouTube,Fresh Refresh,110209,755,1956.94,28884,13,1190.89
2024-03-22,Spring Launch,Video,Connected TV,Spring Into Savings,56112,496,1014.36,13317,10,876.81
2024-03-22,Spring Launch,Video,Connected TV,New Arrivals,66825,572,1212.24,14195,7,743.45
2024-03-22,Spring Launch,Video,Connected TV,Fresh Refresh,55117,435,1037.9,16434,5,450.43
2024-03-23,Brand Awareness,Paid Search,Google,Hero Brand,33318,1633,734.59,340,81,9389.9
2024-03-23,Brand Awareness,Paid Search,Google,Our Story,32062,1730,723.88,344,97,10360.55
2024-03-23,Brand Awareness,Paid Search,Google,Why Choose Us,30275,1145,673.85,425,73,7677.81
2024-03-23,Brand Awareness,Paid Search,Bing,Hero Brand,8535,439,179.68,111,21,2562.06
2024-03-23,Brand Awareness,Paid Search,Bing,Our Story,8452,443,188.35,92,21,2650.0
2024-03-23,Brand Awareness,Paid Search,Bing,Why Choose Us,8240,356,184.62,75,28,3685.61
2024-03-23,Brand Awareness,Paid Social,Facebook,Hero Brand,57063,884,559.42,2209,19,1384.55
2024-03-23,Brand Awareness,Paid Social,Facebook,Our Story,63186,1003,643.87,1816,24,2260.86
2024-03-23,Brand Awareness,Paid Social,Facebook,Why Choose Us,58640,956,559.33,2502,25,1744.23
2024-03-23,Brand Awareness,Paid Social,Instagram,Hero Brand,48479,925,493.65,2189,26,1938.52
2024-03-23,Brand Awareness,Paid Social,Instagram,Our Story,43733,874,440.58,2061,26,1902.73
2024-03-23,Brand Awareness,Paid Social,Instagram,Why Choose Us,49034,733,495.54,2209,21,1577.93
2024-03-23,Brand Awareness,Paid Social,TikTok,Hero Brand,24966,514,247.82,894,13,1138.56
2024-03-23,Brand Awareness,Paid Social,TikTok,Our Story,24255,397,251.24,808,8,607.34
2024-03-23,Brand Awareness,Paid Social,TikTok,Why Choose Us,28147,486,279.67,943,12,845.44
2024-03-23,Brand Awareness,Display,Google Display Network,Hero Brand,133631,617,547.05,685,5,384.72
2024-03-23,Brand Awareness,Display,Google Display Network,Our Story,119308,576,460.18,729,8,518.97
2024-03-23,Brand Awareness,Display,Google Display Network,Why Choose Us,116409,504,446.82,540,5,307.96
2024-03-23,Brand Awareness,Display,The Trade Desk,Hero Brand,83132,461,336.36,515,5,384.93
2024-03-23,Brand Awareness,Display,The Trade Desk,Our Story,86301,372,356.82,476,4,305.12
2024-03-23,Brand Awareness,Display,The Trade Desk,Why Choose Us,84813,368,349.2,435,3,216.21
2024-03-23,Brand Awareness,Email,Mailchimp,Hero Brand,12517,3086,19.05,1096,109,11786.34
2024-03-23,Brand Awareness,Email,Mailchimp,Our Story,13087,3198,20.32,969,174,15072.14
2024-03-23,Brand Awareness,Email,Mailchimp,Why Choose Us,11899,2831,17.31,909,138,11606.33
2024-03-23,Brand Awareness,Email,Klaviyo,Hero Brand,11132,2570,17.23,830,119,12571.51
2024-03-23,Brand Awareness,Email,Klaviyo,Our Story,10034,2261,15.13,689,68,5710.28
2024-03-23,Brand Awareness,Email,Klaviyo,Why Choose Us,9991,2121,14.27,711,75,8201.9
2024-03-23,Brand Awareness,Video,YouTube,Hero Brand,108355,877,2008.42,20819,16,1617.75
2024-03-23,Brand Awareness,Video,YouTube,Our Story,109190,852,2024.24,32709,12,1371.28
2024-03-23,Brand Awareness,Video,YouTube,Why Choose Us,93219,877,1630.99,29205,12,1294.55
2024-03-23,Brand Awareness,Video,Connected TV,Hero Brand,51721,448,939.94,11085,6,665.88
2024-03-23,Brand Awareness,Video,Connected TV,Our Story,55227,432,988.61,14784,8,715.21
2024-03-23,Brand Awareness,Video,Connected TV,Why Choose Us,56756,500,1071.61,16625,6,650.31
2024-03-23,Spring Launch,Paid Search,Google,Spring Into Savings,32372,1471,745.77,377,77,9813.94
2024-03-23,Spring Launch,Paid Search,Google,New Arrivals,31818,1246,692.23,391,99,12904.64
2024-03-23,Spring Launch,Paid Search,Google,Fresh Refresh,33904,1599,776.59,313,114,14978.24
2024-03-23,Spring Launch,Paid Search,Bing,Spring Into Savings,8925,479,190.1,121,24,3009.84
2024-03-23,Spring Launch,Paid Search,Bing,New Arrivals,8793,386,183.92,106,20,2312.3
2024-03-23,Spring Launch,Paid Search,Bing,Fresh Refresh,9109,363,200.55,113,22,2687.45
2024-03-23,Spring Launch,Paid Social,Facebook,Spring Into Savings,60069,1153,625.96,2032,37,3252.88
2024-03-23,Spring Launch,Paid Social,Facebook,New Arrivals,68098,1327,685.9,2917,34,3109.06
2024-03-23,Spring Launch,Paid Social,Facebook,Fresh Refresh,69609,1084,668.6,3182,25,1984.78
2024-03-23,Spring Launch,Paid Social,Instagram,Spring Into Savings,39403,781,407.78,1281,22,1938.31
2024-03-23,Spring Launch,Paid Social,Instagram,New Arrivals,48241,923,500.86,1508,22,1881.23
2024-03-23,Spring Launch,Paid Social,Instagram,Fresh Refresh,48892,994,489.51,1869,19,1685.59
2024-03-23,Spring Launch,Paid Social,TikTok,Spring Into Savings,23966,390,241.47,863,8,697.68
2024-03-23,Spring Launch,Paid Social,TikTok,New Arrivals,27864,412,264.82,919,11,933.25
2024-03-23,Spring Launch,Paid Social,TikTok,Fresh Refresh,28375,575,296.31,1160,13,994.59
2024-03-23,Spring Launch,Display,Google Display Network,Spring Into Savings,130966,749,532.22,775,7,445.08
2024-03-23,Spring Launch,Display,Google Display Network,New Arrivals,146839,721,592.14,854,9,577.13
2024-03-23,Spring Launch,Display,Google Display Network,Fresh Refresh,136602,787,534.65,591,10,791.35
2024-03-23,Spring Launch,Display,The Trade Desk,Spring Into Savings,90591,389,358.41,551,5,332.94
2024-03-23,Spring Launch,Display,The Trade Desk,New Arrivals,82547,475,320.59,435,5,373.68
2024-03-23,Spring Launch,Display,The Trade Desk,Fresh Refresh,85092,435,325.19,491,5,367.81
2024-03-23,Spring Launch,Email,Mailchimp,Spring Into Savings,12164,2560,17.91,1001,89,8984.69
2024-03-23,Spring Launch,Email,Mailchimp,New Arrivals,11869,2641,18.33,765,109,9865.76
2024-03-23,Spring Launch,Email,Mailchimp,Fresh Refresh,13336,3295,20.36,1087,176,15428.66
2024-03-23,Spring Launch,Email,Klaviyo,Spring Into Savings,11330,2509,16.31,1015,103,11244.54
2024-03-23,Spring Launch,Email,Klaviyo,New Arrivals,9137,2209,13.89,634,101,10108.81
2024-03-23,Spring Launch,Email,Klaviyo,Fresh Refresh,8916,1877,13.0,761,62,5411.63
2024-03-23,Spring Launch,Video,YouTube,Spring Into Savings,106155,794,1817.86,32540,12,1256.27
2024-03-23,Spring Launch,Video,YouTube,New Arrivals,97147,904,1719.45,28065,16,1496.97
2024-03-23,Spring Launch,Video,YouTube,Fresh Refresh,107449,1002,2017.19,29911,14,1297.58
2024-03-23,Spring Launch,Video,Connected TV,Spring Into Savings,53857,401,986.0,12573,4,423.06
2024-03-23,Spring Launch,Video,Connected TV,New Arrivals,49905,412,858.19,10432,5,474.48
2024-03-23,Spring Launch,Video,Connected TV,Fresh Refresh,54232,401,1004.7,12651,4,376.55
2024-03-24,Brand Awareness,Paid Search,Google,Hero Brand,29483,1291,661.27,439,58,7833.55
2024-03-24,Brand Awareness,Paid Search,Google,Our Story,27137,1208,595.24,256,71,7898.36
2024-03-24,Brand Awareness,Paid Search,Google,Why Choose Us,33733,1715,746.85,465,125,13029.37
2024-03-24,Brand Awareness,Paid Search,Bing,Hero Brand,7909,370,169.64,102,17,2087.16
2024-03-24,Brand Awareness,Paid Search,Bing,Our Story,8565,426,193.81,120,23,2663.19
2024-03-24,Brand Awareness,Paid Search,Bing,Why Choose Us,8415,443,179.0,83,35,4314.74
2024-03-24,Brand Awareness,Paid Social,Facebook,Hero Brand,66798,1259,658.94,2279,31,2690.69
2024-03-24,Brand Awareness,Paid Social,Facebook,Our Story,60495,894,590.23,2149,27,2107.8
2024-03-24,Brand Awareness,Paid Social,Facebook,Why Choose Us,61803,962,612.34,2590,23,1885.84
2024-03-24,Brand Awareness,Paid Social,Instagram,Hero Brand,44129,805,454.62,1518,24,1809.82
2024-03-24,Brand Awareness,Paid Social,Instagram,Our Story,40406,703,423.7,1594,19,1447.16
2024-03-24,Brand Awareness,Paid Social,Instagram,Why Choose Us,47700,714,477.93,1988,22,1750.05
2024-03-24,Brand Awareness,Paid Social,TikTok,Hero Brand,24733,470,255.24,771,15,1373.83
2024-03-24,Brand Awareness,Paid Social,TikTok,Our Story,25869,412,263.49,810,11,868.05
2024-03-24,Brand Awareness,Paid Social,TikTok,Why Choose Us,24489,365,235.2,1057,6,513.15
2024-03-24,Brand Awareness,Display,Google Display Network,Hero Brand,145591,603,595.25,893,8,519.43
2024-03-24,Brand Awareness,Display,Google Display Network,Our Story,118263,609,459.28,534,5,353.13
2024-03-24,Brand Awareness,Display,Google Display Network,Why Choose Us,131600,578,506.11,553,5,376.1
2024-03-24,Brand Awareness,Display,The Trade Desk,Hero Brand,84752,462,349.78,442,5,396.62
2024-03-24,Brand Awareness,Display,The Trade Desk,Our Story,85818,376,357.68,489,4,254.52
2024-03-24,Brand Awareness,Display,The Trade Desk,Why Choose Us,87950,396,351.11,364,5,310.55
2024-03-24,Brand Awareness,Email,Mailchimp,Hero Brand,11073,2374,17.25,912,108,10195.28
2024-03-24,Brand Awareness,Email,Mailchimp,Our Story,11740,2424,16.82,859,105,10052.77
2024-03-24,Brand Awareness,Email,Mailchimp,Why Choose Us,12518,2997,19.32,1226,158,13175.56
2024-03-24,Brand Awareness,Email,Klaviyo,Hero Brand,9395,1730,14.32,897,83,6834.45
2024-03-24,Brand Awareness,Email,Klaviyo,Our Story,9117,2257,13.57,776,69,6208.95
2024-03-24,Brand Awareness,Email,Klaviyo,Why Choose Us,9937,2025,14.91,743,97,8671.57
2024-03-24,Brand Awareness,Video,YouTube,Hero Brand,98967,889,1766.61,27666,10,997.54
2024-03-24,Brand Awareness,Video,YouTube,Our Story,109215,799,1898.17,29627,15,1759.19
2024-03-24,Brand Awareness,Video,YouTube,Why Choose Us,93346,736,1672.34,23395,10,1018.41
2024-03-24,Brand Awareness,Video,Connected TV,Hero Brand,59800,437,1070.11,17616,7,665.29
2024-03-24,Brand Awareness,Video,Connected TV,Our Story,52109,412,963.8,10317,6,546.32
2024-03-24,Brand Awareness,Video,Connected TV,Why Choose Us,55990,447,1003.16,17284,7,640.11
2024-03-24,Spring Launch,Paid Search,Google,Spring Into Savings,30696,1562,650.75,422,76,8701.79
2024-03-24,Spring Launch,Paid Search,Google,New Arrivals,32140,1588,725.17,338,94,9432.56
2024-03-24,Spring Launch,Paid Search,Google,Fresh Refresh,28303,1298,631.72,414,57,6498.38
2024-03-24,Spring Launch,Paid Search,Bing,Spring Into Savings,9060,423,189.56,92,29,3898.03
2024-03-24,Spring Launch,Paid Search,Bing,New Arrivals,8407,359,184.44,119,26,3193.15
2024-03-24,Spring Launch,Paid Search,Bing,Fresh Refresh,7876,373,167.92,76,18,2290.79
2024-03-24,Spring Launch,Paid Social,Facebook,Spring Into Savings,60714,1115,598.7,2864,31,2366.65
2024-03-24,Spring Launch,Paid Social,Facebook,New Arrivals,69614,1384,667.23,2782,46,3835.78
2024-03-24,Spring Launch,Paid Social,Facebook,Fresh Refresh,60702,903,603.38,2803,18,1255.12
2024-03-24,Spring Launch,Paid Social,Instagram,Spring Into Savings,44417,863,439.75,2001,17,1256.22
2024-03-24,Spring Launch,Paid Social,Instagram,New Arrivals,44046,835,450.35,1301,25,1778.3
2024-03-24,Spring Launch,Paid Social,Instagram,Fresh Refresh,41354,724,415.52,1471,18,1422.56
2024-03-24,Spring Launch,Paid Social,TikTok,Spring Into Savings,26705,506,261.54,803,9,843.04
2024-03-24,Spring Launch,Paid Social,TikTok,New Arrivals,22987,477,231.49,655,13,922.41
2024-03-24,Spring Launch,Paid Social,TikTok,Fresh Refresh,23076,423,227.58,976,7,496.18
2024-03-24,Spring Launch,Display,Google Display Network,Spring Into Savings,127546,589,508.83,697,8,529.28
2024-03-24,Spring Launch,Display,Google Display Network,New Arrivals,138178,610,529.6,860,5,403.33
2024-03-24,Spring Launch,Display,Google Display Network,Fresh Refresh,131442,752,541.04,648,9,681.91
2024-03-24,Spring Launch,Display,The Trade Desk,Spring Into Savings,84130,475,330.93,363,6,408.84
2024-03-24,Spring Launch,Display,The Trade Desk,New Arrivals,88280,518,361.88,387,7,480.8
2024-03-24,Spring Launch,Display,The Trade Desk,Fresh Refresh,78865,419,319.1,442,5,323.9
2024-03-24,Spring Launch,Email,Mailchimp,Spring Into Savings,11744,2381,16.93,1097,82,7380.13
2024-03-24,Spring Launch,Email,Mailchimp,New Arrivals,13707,3175,21.28,895,165,14355.73
2024-03-24,Spring Launch,Email,Mailchimp,Fresh Refresh,12272,2837,18.62,870,115,10787.46
2024-03-24,Spring Launch,Email,Klaviyo,Spring Into Savings,10753,2454,16.57,964,99,9599.72
2024-03-24,Spring Launch,Email,Klaviyo,New Arrivals,10734,2579,16.53,662,110,10064.22
2024-03-24,Spring Launch,Email,Klaviyo,Fresh Refresh,10791,2517,16.12,928,76,6996.51
2024-03-24,Spring Launch,Video,YouTube,Spring Into Savings,96294,832,1736.1,19384,11,1159.79
2024-03-24,Spring Launch,Video,YouTube,New Arrivals,101570,728,1886.67,23794,10,953.67
2024-03-24,Spring Launch,Video,YouTube,Fresh Refresh,90146,683,1582.95,21041,11,1148.11
2024-03-24,Spring Launch,Video,Connected TV,Spring Into Savings,53661,380,953.72,11928,4,400.82
2024-03-24,Spring Launch,Video,Connected TV,New Arrivals,55681,380,963.83,15557,4,432.62
2024-03-24,Spring Launch,Video,Connected TV,Fresh Refresh,52814,451,909.85,13698,6,598.1
2024-03-25,Brand Awareness,Paid Search,Google,Hero Brand,42594,1997,983.5,465,103,10935.97
2024-03-25,Brand Awareness,Paid Search,Google,Our Story,39853,2048,869.05,478,104,13445.45
2024-03-25,Brand Awareness,Paid Search,Google,Why Choose Us,42006,2067,938.07,552,155,15592.12
2024-03-25,Brand Awareness,Paid Search,Bing,Hero Brand,12726,666,270.11,180,35,3939.4
2024-03-25,Brand Awareness,Paid Search,Bing,Our Story,13325,611,305.83,120,45,4985.84
2024-03-25,Brand Awareness,Paid Search,Bing,Why Choose Us,12918,663,284.68,184,40,5133.03
2024-03-25,Brand Awareness,Paid Social,Facebook,Hero Brand,59434,1153,573.0,1766,34,2605.59
2024-03-25,Brand Awareness,Paid Social,Facebook,Our Story,60841,998,622.33,2057,22,1536.06
2024-03-25,Brand Awareness,Paid Social,Facebook,Why Choose Us,50384,824,501.61,1535,24,2215.29
2024-03-25,Brand Awareness,Paid Social,Instagram,Hero Brand,39217,829,407.06,1177,20,1619.34
2024-03-25,Brand Awareness,Paid Social,Instagram,Our Story,37565,684,387.25,1316,13,1172.23
2024-03-25,Brand Awareness,Paid Social,Instagram,Why Choose Us,34697,612,362.33,1270,19,1566.63
2024-03-25,Brand Awareness,Paid Social,TikTok,Hero Brand,22249,413,223.42,828,10,769.13
2024-03-25,Brand Awareness,Paid Social,TikTok,Our Story,20748,340,206.48,707,6,459.18
2024-03-25,Brand Awareness,Paid Social,TikTok,Why Choose Us,19637,367,206.09,829,10,867.21
2024-03-25,Brand Awareness,Display,Google Display Network,Hero Brand,137181,808,571.6,751,12,847.14
2024-03-25,Brand Awareness,Display,Google Display Network,Our Story,154236,724,647.24,959,9,599.63
2024-03-25,Brand Awareness,Display,Google Display Network,Why Choose Us,161323,811,614.78,666,8,658.5
2024-03-25,Brand Awareness,Display,The Trade Desk,Hero Brand,85667,396,346.23,411,5,343.74
2024-03-25,Brand Awareness,Display,The Trade Desk,Our Story,82037,467,343.94,391,6,384.84
2024-03-25,Brand Awareness,Display,The Trade Desk,Why Choose Us,82329,474,341.43,321,7,498.76
2024-03-25,Brand Awareness,Email,Mailchimp,Hero Brand,21474,4242,31.41,1347,158,13948.79
2024-03-25,Brand Awareness,Email,Mailchimp,Our Story,20091,3659,29.02,1759,135,11980.52
2024-03-25,Brand Awareness,Email,Mailchimp,Why Choose Us,19268,3958,29.41,1823,207,21156.57
2024-03-25,Brand Awareness,Email,Klaviyo,Hero Brand,18590,3295,27.64,1637,120,11369.9
2024-03-25,Brand Awareness,Email,Klaviyo,Our Story,18451,3760,28.68,1739,120,11953.88
2024-03-25,Brand Awareness,Email,Klaviyo,Why Choose Us,15751,3544,23.61,1515,153,14636.31
2024-03-25,Brand Awareness,Video,YouTube,Hero Brand,119606,800,2130.32,24057,14,1341.81
2024-03-25,Brand Awareness,Video,YouTube,Our Story,115938,931,2089.72,27741,13,1256.82
2024-03-25,Brand Awareness,Video,YouTube,Why Choose Us,121636,825,2283.61,25825,16,1720.45
2024-03-25,Brand Awareness,Video,Connected TV,Hero Brand,55928,389,1050.81,17220,6,619.4
2024-03-25,Brand Awareness,Video,Connected TV,Our Story,59666,398,1119.67,17757,6,591.82
2024-03-25,Brand Awareness,Video,Connected TV,Why Choose Us,66791,554,1233.64,14269,8,731.87
2024-03-25,Spring Launch,Paid Search,Google,Spring Into Savings,44439,2068,956.79,635,115,11715.48
2024-03-25,Spring Launch,Paid Search,Google,New Arrivals,38186,1579,854.75,530,100,13099.35
2024-03-25,Spring Launch,Paid Search,Google,Fresh Refresh,42070,2139,949.11,420,152,20184.98
2024-03-25,Spring Launch,Paid Search,Bing,Spring Into Savings,11140,500,242.18,129,27,3460.93
2024-03-25,Spring Launch,Paid Search,Bing,New Arrivals,13215,662,292.04,129,51,6383.46
2024-03-25,Spring Launch,Paid Search,Bing,Fresh Refresh,12779,521,271.13,150,29,2938.53
2024-03-25,Spring Launch,Paid Social,Facebook,Spring Into Savings,51285,759,538.18,1932,20,1802.93
2024-03-25,Spring Launch,Paid Social,Facebook,New Arrivals,53835,822,551.45,1950,23,1731.85
2024-03-25,Spring Launch,Paid Social,Facebook,Fresh Refresh,51005,963,502.24,2296,28,2610.06
2024-03-25,Spring Launch,Paid Social,Instagram,Spring Into Savings,39416,704,387.94,1441,14,1199.79
2024-03-25,Spring Launch,Paid Social,Instagram,New Arrivals,40810,827,406.18,1662,24,1705.82
2024-03-25,Spring Launch,Paid Social,Instagram,Fresh Refresh,36046,611,355.29,1427,13,1207.2
2024-03-25,Spring Launch,Paid Social,TikTok,Spring Into Savings,23066,373,233.8,1018,7,547.2
2024-03-25,Spring Launch,Paid Social,TikTok,New Arrivals,23837,421,248.18,820,8,607.7
2024-03-25,Spring Launch,Paid Social,TikTok,Fresh Refresh,23001,484,226.12,803,15,1237.83
2024-03-25,Spring Launch,Display,Google Display Network,Spring Into Savings,155335,832,604.12,807,9,728.77
2024-03-25,Spring Launch,Display,Google Display Network,New Arrivals,145848,608,560.3,698,9,655.28
2024-03-25,Spring Launch,Display,Google Display Network,Fresh Refresh,163393,775,659.05,873,11,768.18
2024-03-25,Spring Launch,Display,The Trade Desk,Spring Into Savings,93438,422,369.68,534,6,416.46
2024-03-25,Spring Launch,Display,The Trade Desk,New Arrivals,79682,464,311.67,432,6,463.9
2024-03-25,Spring Launch,Display,The Trade Desk,Fresh Refresh,88807,483,344.83,491,6,376.34
2024-03-25,Spring Launch,Email,Mailchimp,Spring Into Savings,21635,4189,32.78,1643,172,17450.57
2024-03-25,Spring Launch,Email,Mailchimp,New Arrivals,18354,4075,27.32,1250,189,16847.27
2024-03-25,Spring Launch,Email,Mailchimp,Fresh Refresh,19763,4658,30.17,1441,155,13873.76
2024-03-25,Spring Launch,Email,Klaviyo,Spring Into Savings,16882,2937,25.46,1261,90,7677.78
2024-03-25,Spring Launch,Email,Klaviyo,New Arrivals,17818,3371,27.94,1516,101,8582.88
2024-03-25,Spring Launch,Email,Klaviyo,Fresh Refresh,17830,3750,25.65,1651,123,10829.75
2024-03-25,Spring Launch,Video,YouTube,Spring Into Savings,108728,885,1869.69,33147,14,1641.43
2024-03-25,Spring Launch,Video,YouTube,New Arrivals,100142,851,1883.07,23824,11,1107.54
2024-03-25,Spring Launch,Video,YouTube,Fresh Refresh,121753,868,2170.45,23613,15,1506.98
2024-03-25,Spring Launch,Video,Connected TV,Spring Into Savings,55778,489,960.92,12934,7,737.17
2024-03-25,Spring Launch,Video,Connected TV,New Arrivals,62973,479,1155.83,16711,9,877.64
2024-03-25,Spring Launch,Video,Connected TV,Fresh Refresh,60566,496,1102.36,14447,7,797.76
2024-03-26,Brand Awareness,Paid Search,Google,Hero Brand,40751,1974,913.41,461,127,15577.38
2024-03-26,Brand Awareness,Paid Search,Google,Our Story,41965,1791,910.72,601,133,17565.84
2024-03-26,Brand Awareness,Paid Search,Google,Why Choose Us,43150,2073,991.26,566,100,13050.47
2024-03-26,Brand Awareness,Paid Search,Bing,Hero Brand,13143,526,301.67,192,40,5107.47
2024-03-26,Brand Awareness,Paid Search,Bing,Our Story,12418,571,280.7,117,38,3940.92
2024-03-26,Brand Awareness,Paid Search,Bing,Why Choose Us,10753,517,229.11,116,39,4590.16
2024-03-26,Brand Awareness,Paid Social,Facebook,Hero Brand,57511,967,549.81,1862,29,2495.58
2024-03-26,Brand Awareness,Paid Social,Facebook,Our Story,54397,938,550.66,1821,20,1646.34
2024-03-26,Brand Awareness,Paid Social,Facebook,Why Choose Us,58353,914,609.85,1872,27,2335.68
2024-03-26,Brand Awareness,Paid Social,Instagram,Hero Brand,35306,686,338.64,1119,23,2099.9
2024-03-26,Brand Awareness,Paid Social,Instagram,Our Story,35701,697,345.33,1153,21,1584.35
2024-03-26,Brand Awareness,Paid Social,Instagram,Why Choose Us,38937,775,370.76,1295,16,1397.23
2024-03-26,Brand Awareness,Paid Social,TikTok,Hero Brand,23348,480,230.25,1033,9,733.17
2024-03-26,Brand Awareness,Paid Social,TikTok,Our Story,20718,382,211.48,701,11,931.17
2024-03-26,Brand Awareness,Paid Social,TikTok,Why Choose Us,20384,318,212.22,672,6,462.85
2024-03-26,Brand Awareness,Display,Google Display Network,Hero Brand,130153,663,525.52,798,9,590.45
2024-03-26,Brand Awareness,Display,Google Display Network,Our Story,140582,820,589.17,619,9,622.12
2024-03-26,Brand Awareness,Display,Google Display Network,Why Choose Us,132296,593,543.32,702,7,563.35
2024-03-26,Brand Awareness,Display,The Trade Desk,Hero Brand,88874,430,344.32,386,6,382.23
2024-03-26,Brand Awareness,Display,The Trade Desk,Our Story,82123,340,317.5,325,4,262.41
2024-03-26,Brand Awareness,Display,The Trade Desk,Why Choose Us,81408,366,312.35,425,3,185.83
2024-03-26,Brand Awareness,Email,Mailchimp,Hero Brand,21315,5202,30.54,1787,222,18564.26
2024-03-26,Brand Awareness,Email,Mailchimp,Our Story,20130,4093,31.13,1368,132,12946.78
2024-03-26,Brand Awareness,Email,Mailchimp,Why Choose Us,21603,5139,30.9,1465,237,20651.03
2024-03-26,Brand Awareness,Email,Klaviyo,Hero Brand,16521,3546,25.57,1156,143,12293.17
